"x","y"
-1.96262182760984,-28.8322976711908
-1.92307074378348,-25.6361773824413
-1.88351965995712,-22.666313264421
-1.84396857613077,-19.9100968427359
-1.80441749230441,-17.3554076497776
-1.76486640847805,-14.990603407825
-1.7253153246517,-12.8045102121472
-1.68576424082534,-10.7864127141054
-1.64621315699899,-8.92604430425536
-1.60666207317263,-7.21357729544953
-1.56711098934627,-5.63961310593948
-1.52755990551992,-4.19517244247814
-1.48800882169356,-2.87168548342206
-1.4484577378672,-1.6609820618337
-1.40890665404085,-0.555281848583729
-1.36935557021449,0.45281546454671
-1.32980448638813,1.37033998176369
-1.29025340256178,2.20396142015825
-1.25070231873542,2.9599989266041
-1.21115123490906,3.64443089465532
-1.17160015108271,4.26290478144409
-1.13204906725635,4.82074692457842
-1.09249798342999,5.32297235903983
-1.05294689960364,5.77429463408111
-1.01339581577728,6.179135630124
-0.973844731950925,6.54163537565694
-0.934293648124569,6.86566186413275
-0.894742564298213,7.15482087086637
-0.855191480471856,7.41246576993258
-0.8156403966455,7.64170735106371
-0.776089312819143,7.84542363654733
-0.736538228992787,8.02626969812402
-0.69698714516643,8.18668747388504
-0.657436061340074,8.32891558517008
-0.617884977513717,8.45499915346494
-0.578333893687361,8.56679961729929
-0.538782809861004,8.66600454914433
-0.499231726034648,8.75413747231059
-0.459680642208292,8.83256767784555
-0.420129558381935,8.90252004143143
-0.380578474555578,8.96508484028287
-0.341027390729222,9.02122757004465
-0.301476306902866,9.07179876168944
-0.261925223076509,9.11754379841545
-0.222374139250153,9.15911273254422
-0.182823055423796,9.19707010241828
-0.14327197159744,9.2319047492989
-0.103720887771083,9.2640396342638
-0.0641698039447269,9.29384165510485
-0.0246187201183703,9.32163146322579
0.0149323637079861,9.34769328053999
0.0544834475343428,9.37228471636809
0.0940345313606992,9.3956465843358
0.133585615187056,9.41801271927152
0.173136699013412,9.43961979410417
0.212687782839768,9.46071713676081
0.252238866666125,9.48157654706441
0.291789950492481,9.50250211363153
0.331341034318838,9.52384003077009
0.370892118145194,9.54598841537702
0.410443201971551,9.56940712383604
0.449994285797907,9.59462756891532
0.489545369624264,9.62226253666524
0.52909645345062,9.65301600331608
0.568647537276977,9.68769295217576
0.608198621103333,9.72720919052752
0.647749704929689,9.77260116652769
0.687300788756046,9.82503578610335
0.726851872582402,9.88582022985007
0.766402956408759,9.95641176992966
0.805954040235116,10.0384275869678
0.845505124061472,10.1336545869519
0.885056207887828,10.2440592181286
0.924607291714185,10.3717972879018
0.964158375540541,10.51922377973
1.0037094593669,10.6889026700242
1.04326054319325,10.8836167450459
1.08281162701961,11.1063774178043
1.12236271084597,11.3604345449542
1.16191379467232,11.649286243694
1.20146487849868,11.976688708663
1.24101596232504,12.3466660288394
1.28056704615139,12.763520004438
1.32011812997775,13.2318399638076
1.35966921380411,13.7565125803292
1.39922029763046,14.3427316893133
1.43877138145682,14.9960081048979
1.47832246528318,15.7221794369461
1.51787354910953,16.5274199079438
1.55742463293589,17.4182501698974
1.59697571676224,18.4015471212315
1.6365268005886,19.4845537236869
1.67607788441496,20.6748888192178
1.71562896824131,21.9805569468902
1.75518005206767,23.4099581597787
1.79473113589403,24.9718978418651
1.83428221972038,26.6755965249357
1.87383330354674,28.5306997054791
1.9133843873731,30.5472876615837
1.95293547119945,32.7358852698358
