"x","y"
-9.83916928991675,-22.2358187244829
-9.6397247559137,-21.7908067388089
-9.44028022191064,-21.3457947531348
-9.24083568790758,-20.9007827674608
-9.04139115390453,-20.4557707817867
-8.84194661990147,-20.0107587961126
-8.64250208589841,-19.5657468104386
-8.44305755189535,-19.1207348247645
-8.2436130178923,-18.6757228390905
-8.04416848388924,-18.2307108534164
-7.84472394988618,-17.7856988677424
-7.64527941588312,-17.3406868820683
-7.44583488188007,-16.8956748963942
-7.24639034787701,-16.4506629107202
-7.04694581387395,-16.0056509250461
-6.84750127987089,-15.5606389393721
-6.64805674586784,-15.115626953698
-6.44861221186478,-14.6706149680239
-6.24916767786172,-14.2256029823499
-6.04972314385867,-13.7805909966758
-5.85027860985561,-13.3355790110018
-5.65083407585255,-12.8905670253277
-5.45138954184949,-12.4455550396536
-5.25194500784644,-12.0005430539796
-5.05250047384338,-11.5555310683055
-4.85305593984032,-11.1105190826315
-4.65361140583726,-10.6655070969574
-4.45416687183421,-10.2204951112833
-4.25472233783115,-9.77548312560928
-4.05527780382809,-9.33047113993522
-3.85583326982504,-8.88545915426116
-3.65638873582198,-8.44044716858711
-3.45694420181892,-7.99543518291305
-3.25749966781586,-7.55042319723899
-3.05805513381281,-7.10541121156493
-2.85861059980975,-6.66039922589087
-2.65916606580669,-6.21538724021681
-2.45972153180363,-5.77037525454275
-2.26027699780058,-5.32536326886869
-2.06083246379752,-4.88035128319463
-1.86138792979446,-4.43533929752057
-1.66194339579141,-3.99032731184651
-1.46249886178835,-3.54531532617245
-1.26305432778529,-3.1003033404984
-1.06360979378223,-2.65529135482433
-0.864165259779178,-2.21027936915028
-0.664720725776119,-1.76526738347621
-0.465276191773063,-1.32025539780216
-0.265831657770006,-0.875243412128099
-0.0663871237669476,-0.430231426454037
0.133057410236109,0.0147805592200209
0.332501944239166,0.459792544894079
0.531946478242224,0.90480453056814
0.731391012245281,1.3498165162422
0.930835546248337,1.79482850191626
1.1302800802514,2.23984048759032
1.32972461425445,2.68485247326438
1.52916914825751,3.12986445893843
1.72861368226057,3.5748764446125
1.92805821626362,4.01988843028655
2.12750275026668,4.46490041596062
2.32694728426974,4.90991240163467
2.5263918182728,5.35492438730873
2.72583635227585,5.79993637298279
2.92528088627891,6.24494835865685
3.12472542028197,6.68996034433091
3.32416995428503,7.13497233000497
3.52361448828808,7.57998431567903
3.72305902229114,8.02499630135309
3.9225035562942,8.47000828702715
4.12194809029725,8.91502027270121
4.32139262430031,9.36003225837527
4.52083715830337,9.80504424404933
4.72028169230643,10.2500562297234
4.91972622630948,10.6950682153974
5.11917076031254,11.1400802010715
5.3186152943156,11.5850921867456
5.51805982831866,12.0301041724196
5.71750436232171,12.4751161580937
5.91694889632477,12.9201281437677
6.11639343032783,13.3651401294418
6.31583796433089,13.8101521151159
6.51528249833394,14.2551641007899
6.714727032337,14.700176086464
6.91417156634006,15.145188072138
7.11361610034311,15.5902000578121
7.31306063434617,16.0352120434862
7.51250516834923,16.4802240291602
7.71194970235229,16.9252360148343
7.91139423635534,17.3702480005083
8.1108387703584,17.8152599861824
8.31028330436146,18.2602719718565
8.50972783836452,18.7052839575305
8.70917237236757,19.1502959432046
8.90861690637063,19.5953079288786
9.10806144037369,20.0403199145527
9.30750597437674,20.4853319002267
9.5069505083798,20.9303438859008
9.70639504238286,21.3753558715749
9.90583957638592,21.8203678572489
